,name,mean,std dev,2.5%,25%,75%,97.5%
0,kpa,8.815620465817027,3.3522976256377497,4.737093596921246,6.635369759632951,11.58509196459463,14.244049030372441
1,kSOCSon,4.2377229091090175e-06,5.101122592864961e-06,4.0957409780150675e-07,5.876470102883965e-07,4.848495697812236e-06,1.4786430625702947e-05
2,kd4,0.9891366993141395,0.5502216789532174,0.4728103260761633,0.49794949279399037,1.276373379933088,1.9902664931674086
3,k_d4,5.55137190154567,4.113516707981342,0.6136739620878595,1.0922729553600035,9.07986932017764,10.870977435262366
4,delR,-1582.777706898988,1128.3254425108628,-3139.7003779390243,-2168.6243448038936,-966.3215357428111,385.18920817842707
5,meanR,4003.3390027531523,778.0395914435941,2884.864428359914,3217.679472427271,4626.044740335012,4942.411338050422
6,kIntBasal_r1,0.046286961981146915,0.014668465090649402,0.019367353801639876,0.041875002226714114,0.059099555070939225,0.06121503965462038
7,kIntBasal_r2,0.06642534009536968,0.017492894386590123,0.045378341534626235,0.05222077541504877,0.07651889221517416,0.09489163699247748
8,kint_IFN,0.06197789858621885,0.0319379160237456,0.03127423481908121,0.039976582039870985,0.06809128909704427,0.12348922419200598
9,krec_a1,0.6243176454541335,0.19980782322218346,0.2521549864115935,0.5544666163343434,0.7658213982543398,0.847172512185862
10,krec_a2,8.084061909588785,2.0760187601882576,5.380726944021764,6.647006915091426,9.29186974530062,11.66781522208209
11,krec_b1,0.06395027687886085,0.007533525161793882,0.055527639695747144,0.05915814582059216,0.0664986961249733,0.07865125429242735
12,krec_b2,0.4339221414738734,0.19103141222544856,0.20092680876391078,0.2674342930916766,0.622916397095481,0.6912730937163807
